LTARSiteCode,SiteVariableName,SiteVariableDescription,Units,ControlledVariable,ControlledDescription,ControlledUnits,Comments,TemporalResolution,StartDate,EndDate,ResponsiblePersons,StorageFormat,URLdataAccess,LocationIDoutsideNetwork,SpatialRepeats,SpatialDescription,AgCROS.Table,AgCROS.VarName
CPER,Belowground biomass,"SGS-LTER Ecosystem Stress Area : Long-term dataset following nutrient enrichment stress on the Central Plains Experimental Range in Nunn, Colorado, USA, ARS Study Number 3",grams,,,,,annual,1974,2011,"Milchunas, Daniel G.; Lauenroth, William K.",published txt file in repository,http://hdl.handle.net/10217/83317,open,1,"Central Plains Experimental Range, Nunn, Colorado","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Biomass, belowground live, plant tissue, mean or single measurement"
CPER,Eddy co-variance,soil moisture,,Soil_Moisture_vol,Volumetric soil moisture content,% vol (cm3 H2O/cm3 soil*100),,30 minute,2017,,"David Hoover, Justin Derner, Nicole Kaplan",.30 file server as csv,,,4,"Central Plains Experimental Range, Nunn, Colorado",STEWARDS,"Surface runoff, volumetric depth, water, millimeters"
CPER,N mineralization,Biochemical Responses of US Great Plains Grasslands to Regional and Interannual Variability in Precipitation,,,,,,monthly,1999,2001,"Ingrid Burke, Rebecca McCulley, Nicole Kaplan",published txt file in repository,http://hdl.handle.net/10217/85531,open,1,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Potentially Mineralizable N
CPER,N mineralization,Biochemical Responses of US Great Plains Grasslands to Regional and Interannual Variability in Precipitation,,,,,,once,1999,2001,"Ingrid Burke, Rebecca McCulley, Nicole Kaplan",published txt file in repository,http://hdl.handle.net/10217/85531,open,1,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Potentially Mineralizable N
CPER,PFLA,Biochemical Responses of US Great Plains Grasslands to Regional and Interannual Variability in Precipitation,,PLFA,"Phospholipid Fatty Acids, were they measured",-,,once,1999,2001,"Ingrid Burke, Rebecca McCulley, Nicole Kaplan",published txt file in repository,http://hdl.handle.net/10217/85531,open,1,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",PLFA
CPER,Respiration,Biochemical Responses of US Great Plains Grasslands to Regional and Interannual Variability in Precipitation,,,,,,once,1999,2001,"Ingrid Burke, Rebecca McCulley, Nicole Kaplan",published txt file in repository,http://hdl.handle.net/10217/85531,open,1,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",microbial respiration
CPER,Root Diameter,"mean root diameter for entire sample, determined at AUTO threshold",mm,,,,,annual,2014,2015,"Dana Blumenthal, Jules Kray",excel,,,1,"Central Plains Experimental Range, Nunn, Colorado","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",Root Diameter
CPER,Root Dry Mass,oven-dry root mass of scanned sample,g,,,,,annual,2014,2015,"Dana Blumenthal, Jules Kray",excel,,,1,"Central Plains Experimental Range, Nunn, Colorado","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",Root Dry Mass
CPER,Root Dry Matter Content,oven-dry root mass (g)/saturated root mass (g); a proxy for root tissue density,g/g,,,,,annual,2014,2015,"Dana Blumenthal, Jules Kray",excel,,,1,"Central Plains Experimental Range, Nunn, Colorado","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",Root Dry Matter Content
CPER,Root Nitrogen Concentration,percent N in ground oven-dry root tissue,percent,,,,,annual,2014,2015,"Dana Blumenthal, Jules Kray",excel,,,1,"Central Plains Experimental Range, Nunn, Colorado","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",Root Nitrogen Concentration
CPER,Root Surface area,Root Surface area,cm2,,,,,annual,2014,2015,"Dana Blumenthal, Jules Kray",excel,,,1,"Central Plains Experimental Range, Nunn, Colorado","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",Root Surface area
CPER,Root Tissue Density,oven-dry root mass (g)/total root volume (cm3); based on WinRhizo measure of root volume at AUTO threshold; higher RTD is associated with greater root longevity,g/cm3,,,,,annual,2014,2015,"Dana Blumenthal, Jules Kray",excel,,,1,"Central Plains Experimental Range, Nunn, Colorado","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",Root Tissue Density
CPER,Root diameter,Root diameter,mm,,,,,annual,2014,2015,"Dana Blumenthal, Jules Kray",excel,,,1,"Central Plains Experimental Range, Nunn, Colorado","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",Root diameter
CPER,Root threshold value,value between 0 (pure black) and 255 (pure white) determined by WinRhizo software and used to assign pixels to either root or non-root background,,,,,,annual,2014,2015,"Dana Blumenthal, Jules Kray",excel,,,1,"Central Plains Experimental Range, Nunn, Colorado","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",Root threshold value
CPER,SM_10cm_C,volumentric soil water content at 10 cm depth,percent,Soil_Moisture_vol,Volumetric soil moisture content,% vol (cm3 H2O/cm3 soil*100),,hourly,2003,,"David Hoover, Justin Derner, Nicole Kaplan",.30 file server as csv,,,25,"Central Plains Experimental Range, Nunn, Colorado","WeatherDaily, WeatherStation",avg soil temp
CPER,SM_30cm_C,volumentric soil water content at 30 cm depth,percent,Soil_Moisture_vol,Volumetric soil moisture content,% vol (cm3 H2O/cm3 soil*100),,hourly,2003,,"David Hoover, Justin Derner, Nicole Kaplan",.30 file server as csv,,,25,"Central Plains Experimental Range, Nunn, Colorado","WeatherDaily, WeatherStation","Evaporation, open pan, no media, daily"
CPER,SM_50cm_C,volumentric soil water content at 50 cm depth,percent,Soil_Moisture_vol,Volumetric soil moisture content,% vol (cm3 H2O/cm3 soil*100),,hourly,2003,,"David Hoover, Justin Derner, Nicole Kaplan",.30 file server as csv,,,25,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture
CPER,SM_5cm_C,volumentric soil water content at 5 cm depth,percent,Soil_Moisture_vol,Volumetric soil moisture content,% vol (cm3 H2O/cm3 soil*100),,hourly,2003,,"David Hoover, Justin Derner, Nicole Kaplan",.30 file server as csv,,,25,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture
CPER,ST_10cm_Avg,Soil temperature at 10cm depth,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,hourly,2003,,"David Hoover, Justin Derner, Nicole Kaplan",.30 file server as csv,,,4,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture
CPER,ST_30cm_Avg,Soil temperature at 30cm depth,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,hourly,2003,,"David Hoover, Justin Derner, Nicole Kaplan",.30 file server as csv,,,4,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture
CPER,ST_50cm_Avg,Soil temperature at 50cm depth,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,hourly,2003,,"David Hoover, Justin Derner, Nicole Kaplan",.30 file server as csv,,,4,"Central Plains Experimental Range, Nunn, Colorado","WeatherDaily, WeatherStation",ave_incoming_shortwave radiation
CPER,ST_5cm_Avg,Soil temperature at 5cm depth,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,hourly,2003,,"David Hoover, Justin Derner, Nicole Kaplan",.30 file server as csv,,,4,"Central Plains Experimental Range, Nunn, Colorado","WeatherDaily, WeatherStation",ave_outgoing_longwave radiation
CPER,Soil Carbon,"SGS-LTER Earthwatch Project : nitrogen and carbon in native, abandoned and cultivated fields in eastern Colorado, USA",,Total_organic_C,Soil concentration of total organic carbon,g C/kg,,once,1991,1995,"Ingrid Burke, Nicole Kaplan",published txt file in repository,http://hdl.handle.net/10217/82140,open,1,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil carbon, soil, mean or single measurement"
CPER,Soil Carbon,"SGS-LTER Ecosystem Stress Area : Long-term dataset following nutrient enrichment stress on the Central Plains Experimental Range in Nunn, Colorado, USA, ARS Study Number 3",,Total_organic_C,Soil concentration of total organic carbon,g C/kg,,annual,1974,2011,"Milchunas, Daniel G.; Lauenroth, William K.",published txt file in repository,http://hdl.handle.net/10217/83317,open,2,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil carbon, soil, mean or single measurement"
CPER,Soil Health,active carbon,mg C/kg soil,,,,,once,2013,2013,"Justin Derner, Nicole Kaplan",excel,,,3,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Mineral associated carbon, soil, mean or single measurement"
CPER,Soil Health,protein,mg g/soil,,,,,once,2013,2013,"Justin Derner, Nicole Kaplan",excel,,,3,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil health index
CPER,Soil Health,web aggregate stability,percent,Water_Stable_Aggregation,Abundance of water-stable soil aggregates by size class (wet sieve),g/kg,,once,2013,2013,"Justin Derner, Nicole Kaplan",excel,,,3,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Water Stable Aggregates, soil"
CPER,Soil Nitrogen,"SGS-LTER Earthwatch Project : nitrogen and carbon in native, abandoned and cultivated fields in eastern Colorado, USA",,Total_Soil_N,Total soil nitrogen,g N/kg,,once,1991,1995,"Ingrid Burke, Nicole Kaplan",published txt file in repository,http://hdl.handle.net/10217/82140,open,1,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil nitrogen, soil, mean or single measurement"
CPER,Soil Nitrogen,"SGS-LTER Ecosystem Stress Area : Long-term dataset following nutrient enrichment stress on the Central Plains Experimental Range in Nunn, Colorado, USA, ARS Study Number 3",,Total_Soil_N,Total soil nitrogen,g N/kg,,annual,1974,2011,"Milchunas, Daniel G.; Lauenroth, William K.",published txt file in repository,http://hdl.handle.net/10217/83317,open,2,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil nitrogen, soil, mean or single measurement"
CPER,SoilMoisture_BD,soil moisture and bulk density at various depths,percent,Bulk_Density,Oven-dried soil mass per volume,g/cm3,,once,2016,2016,"Justin Derner, Nicole Kaplan",csv,,,3,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture
CPER,Specific Root length,Specific Root length,cm,,,,,annual,2014,2015,"Dana Blumenthal, Jules Kray",excel,,,1,"Central Plains Experimental Range, Nunn, Colorado","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",Specific Root length
CPER,belowground biomass,Biochemical Responses of US Great Plains Grasslands to Regional and Interannual Variability in Precipitation,,,,,,once,1999,2001,"Ingrid Burke, Rebecca McCulley, Nicole Kaplan",published txt file in repository,http://hdl.handle.net/10217/85531,open,1,"Central Plains Experimental Range, Nunn, Colorado","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Biomass, belowground live, plant tissue, mean or single measurement"
CPER,belowground biomass,"SGS-LTER Long-term Seasonal Root Biomass on the Central Plains Experimental Range, Nunn, Colorado, USA 1985-2007, ARS Study Number 3",g,,,,,seasonal,1985,2007,"Daniel Milchunas, Nicole Kaplan",published txt file in repository,http://hdl.handle.net/10217/85665,open,1,"Central Plains Experimental Range, Nunn, Colorado","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Biomass, belowground live, plant tissue, mean or single measurement"
CPER,decomposition rate,Biochemical Responses of US Great Plains Grasslands to Regional and Interannual Variability in Precipitation,,,,,,annual,1999,2001,"Ingrid Burke, Rebecca McCulley, Nicole Kaplan",published txt file in repository,http://hdl.handle.net/10217/85531,open,1,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil carbon, soil, mean or single measurement"
CPER,root volume,root volume,cm3,,,,,annual,2014,2015,"Dana Blumenthal, Jules Kray",excel,,,1,"Central Plains Experimental Range, Nunn, Colorado","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",root volume
CPER,seed bank,"Open Top Chamber Experiment Carbon Dioxide (CO2) Elevation Experiment at the Central Plains Experimental Range, Nunn, Colorado, USA",,,,,,annual,1997,2001,"Justin Derner, Jack Morgan",published txt file in repository,http://hdl.handle.net/10217/82454,open,1,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil health index
CPER,seed bank,"Open Top Chamber Experiment Carbon Dioxide (CO2) Elevation Experiment at the Central Plains Experimental Range, Nunn, Colorado, USA",,,,,,annual,1997,2001,"Justin Derner, Jack Morgan",published txt file in repository,http://hdl.handle.net/10217/82454,open,1,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil health index
CPER,soil composition,"Open Top Chamber Experiment Carbon Dioxide (CO2) Elevation Experiment at the Central Plains Experimental Range, Nunn, Colorado, USA",,,,,,annual,1997,2001,"Justin Derner, Jack Morgan",published txt file in repository,http://hdl.handle.net/10217/82454,open,1,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil carbon, soil, mean or single measurement"
CPER,soil composition,"Open Top Chamber Experiment Carbon Dioxide (CO2) Elevation Experiment at the Central Plains Experimental Range, Nunn, Colorado, USA",,,,,,annual,1997,2001,"Justin Derner, Jack Morgan",published txt file in repository,http://hdl.handle.net/10217/82454,open,1,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil carbon, soil, mean or single measurement"
ECB,CEC,,cmol/kg,CEC,Cation Exchange capacity,cmol/kg,,Annual,,Present,Emily Duncan,Excel Sheets,Excel Sheets,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Cation exchange capacity, soil"
ECB,CEC,,cmol/kg,CEC,Cation Exchange capacity,cmol/kg,,Annual,,Present,Emily Duncan,Excel Sheets,Excel Sheets,,,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Cation exchange capacity, soil"
ECB,Ca,,mg Ca/kg soil,Ca_extractable,Soil concentration of extractable Calcium,mg Ca/kg,,Annual,,Present,Emily Duncan,Excel Sheets,Excel Sheets,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Calcium, soil"
ECB,Ca,,mg Ca/kg soil,Ca_extractable,Soil concentration of extractable Calcium,mg Ca/kg,,Annual,,Present,Emily Duncan,Excel Sheets,Excel Sheets,,,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Calcium, soil"
ECB,Cu,,mg Cu/kg soil,Cu_extractable,Soil concentration of extractable Copper,mg Cu/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Copper, soil"
ECB,Cu,,mg Cu/kg soil,Cu_extractable,Soil concentration of extractable Copper,mg Cu/kg,,,,,Emily Duncan,Excel Sheets,,,,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Copper, soil"
ECB,EC,,dS/m,Electrical_Conductivity,Soil electrical conductivity,decisiemens/m,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Cation exchange capacity, soil"
ECB,EC,,dS/m,Electrical_Conductivity,Soil electrical conductivity,decisiemens/m,,,,,Emily Duncan,Excel Sheets,,,,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Cation exchange capacity, soil"
ECB,Fe,,Fe mg/kg soil,Fe_extractable,Soil concentration of extractable Iron,mg Fe/kg,,Annual,,Present,Emily Duncan,Excel Sheets,Excel Sheets,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Iron, soil"
ECB,Fe,,Fe mg/kg soil,Fe_extractable,Soil concentration of extractable Iron,mg Fe/kg,,Annual,,Present,Emily Duncan,Excel Sheets,Excel Sheets,,,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Iron, soil"
ECB,Inorganic C,,g C/kg soil,Total_inorganic_C,Soil concentration of total inorganic carbon,mg C/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Inorganic soil carbon, soil, mean or single measurement"
ECB,Inorganic C,,g C/kg soil,Total_inorganic_C,Soil concentration of total inorganic carbon,mg C/kg,,,,,Emily Duncan,Excel Sheets,,,,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Inorganic soil carbon, soil, mean or single measurement"
ECB,K,,mg K/kg soil,K_extractable,Soil concentration of extractable Potassium,mg K/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Potassium, soil"
ECB,K,,mg K/kg soil,K_extractable,Soil concentration of extractable Potassium,mg K/kg,,,,,Emily Duncan,Excel Sheets,,,,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Potassium, soil"
ECB,Macro-aggregation,,%,Water_Stable_Aggregation,Abundance of water-stable soil aggregates by size class (wet sieve),g/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Water Stable Aggregates, soil"
ECB,Mg,,mg Mg/kg soil,Mg_extractable,Soil concentration of extractable Magnesium,mg Mg/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Magnesium, soil"
ECB,Mg,,mg Mg/kg soil,Mg_extractable,Soil concentration of extractable Magnesium,mg Mg/kg,,,,,Emily Duncan,Excel Sheets,,,,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Magnesium, soil"
ECB,Mid Near Infrared Total C,,g C/kg soil,Total_Soil_C,Total of all forms of carbon in the soil (organic and inorganic C),g C/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Near Infrared Total carbon, soil"
ECB,Mineral Assoc C,,g C/kg soil,Mineral-associated C,,,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Mineral associated carbon, soil, mean or single measurement"
ECB,Mineral Assoc C,,g C/kg soil,Mineral-associated C,,,,,,,Emily Duncan,Excel Sheets,,,,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Mineral associated carbon, soil, mean or single measurement"
ECB,Mn,,Mn mg/kg soil,Mn_extractable,Soil concentration of extractable Manganese,mg Mn/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Mangenese, soil"
ECB,Mn,,Mn mg/kg soil,Mn_extractable,Soil concentration of extractable Manganese,mg Mn/kg,,,,,Emily Duncan,Excel Sheets,,,,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Mangenese, soil"
ECB,NH4,,mg N/kg soil,Ammonium_NH4_extractable,Ammonium in soil extract,mg N/kg,,Annual,,Present,Emily Duncan,Excel Sheets,Excel Sheets,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Ammonium nitrogen, soil"
ECB,NH4,,mg N/kg soil,Ammonium_NH4_extractable,Ammonium in soil extract,mg N/kg,,Annual,,Present,Emily Duncan,Excel Sheets,Excel Sheets,,,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Ammonium nitrogen, soil"
ECB,NO3,,mg N/kg soil,Nitrate_NO3_extractable,Nitrate in soil extract,mg N/kg,,Annual,,Present,Emily Duncan,Excel Sheets,Excel Sheets,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrate nitrogen, soil"
ECB,NO3,,mg N/kg soil,Nitrate_NO3_extractable,Nitrate in soil extract,mg N/kg,,Annual,,Present,Emily Duncan,Excel Sheets,Excel Sheets,,,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrate nitrogen, soil"
ECB,Nitrite,,mg/kg,Nitrite_NO2_extractable,Nitrite in soil extract,mg N/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrite, soil"
ECB,Nitrite,,mg/kg,Nitrite_NO2_extractable,Nitrite in soil extract,mg N/kg,,,,,Emily Duncan,Excel Sheets,,,,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrite, soil"
ECB,Organic C,,g C/kg soil,Total_organic_C,Soil concentration of total organic carbon,g C/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Organic soil carbon, soil, mean or single measurement"
ECB,Organic C,,g C/kg soil,Total_organic_C,Soil concentration of total organic carbon,g C/kg,,,,,Emily Duncan,Excel Sheets,,,,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Organic soil carbon, soil, mean or single measurement"
ECB,P,,mg P/kg soil,Total_P_extractable,Total phosphorus in soil extract,mg P/kg,,Annual,,Present,Emily Duncan,Excel Sheets,Excel Sheets,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Phosphorus, soil"
ECB,P,,mg P/kg soil,Total_P_extractable,Total phosphorus in soil extract,mg P/kg,,Annual,,Present,Emily Duncan,Excel Sheets,Excel Sheets,,,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Phosphorus, soil"
ECB,Particle-Size Distribution,,%,,,,"Used for textural analysis but the raw data doesn't classify by sand, silt, clay. May need another var name.",One time,,intermittent,Emily Duncan,Excel Sheets,Excel Sheets,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Micro or Macroaggregation
ECB,Particle-Size Distribution,,%,,,,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Micro or Macroaggregation
ECB,Potentially Mineralizable N,,g/kg,Mineralizable N,Accumulation of soil nitrate and ammonium,mg N/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Potentially Mineralizable N
ECB,Potentially Mineralizable N,,g/kg,Mineralizable N,Accumulation of soil nitrate and ammonium,mg N/kg,,,,,Emily Duncan,Excel Sheets,,,,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Potentially Mineralizable N
ECB,Soil Heat Flux,,MJ/m2,,,,Heat flux is more of a GHG or climatology group measurement,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil heat flux, soil"
ECB,Soluble Organic C,,mg C/kg soil,Extractable_C,Carbon in soil extract,mg C/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soluble organic carbon, soil"
ECB,Soluble Organic C,,mg C/kg soil,Extractable_C,Carbon in soil extract,mg C/kg,,,,,Emily Duncan,Excel Sheets,,,,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soluble organic carbon, soil"
ECB,Total Soil C,,g C/kg soil,Total_Soil_C,Total of all forms of carbon in the soil (organic and inorganic C),g C/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil carbon, soil, mean or single measurement"
ECB,Total Soil C,,g C/kg soil,Total_organic_C,Soil concentration of total organic carbon,g C/kg,,,,,Emily Duncan,Excel Sheets,,,,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil carbon, soil, mean or single measurement"
ECB,Total Soil N,,g N/kg soil,Total_Soil_N,Total soil nitrogen,g N/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil nitrogen, soil, mean or single measurement"
ECB,Total Soil N,,g N/kg soil,Total_Soil_N,Total soil nitrogen,g N/kg,,,,,Emily Duncan,Excel Sheets,,,,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil nitrogen, soil, mean or single measurement"
ECB,Water Stable Aggregates,,g C/kg soil,Total_Soil_C,Total of all forms of carbon in the soil (organic and inorganic C),g C/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Water Stable Aggregates, soil"
ECB,Zn,,Zn mg/kg soil,Zn_extractable,Soil concentration of extractable Zinc,mg Zn/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Zinc, soil"
ECB,Zn,,Zn mg/kg soil,Zn_extractable,Soil concentration of extractable Zinc,mg Zn/kg,,,,,Emily Duncan,Excel Sheets,,,,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Zinc, soil"
ECB,pH,,,pH,Negative logarithm of the hydrogen ion concentration,no reported units,,Annual,,Present,Emily Duncan,Excel Sheets,Excel Sheets,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil pH
ECB,pH,,,pH,Negative logarithm of the hydrogen ion concentration,no reported units,,Annual,,Present,Emily Duncan,Excel Sheets,Excel Sheets,,,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil pH
GACP,DieLossTan_12in_Avg,Soil dielectric loss tangent,unitless,,,,Please remove from variable list.,30 min,2018-02-01 0:00:00,Present,Dinku Endale,.csv,,,1,Wilson_Met,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil"
GACP,DieLossTan_2in_Avg,Soil dielectric loss tangent,unitless,,,,Please remove from variable list.,30 min,2018-02-01 0:00:00,Present,Dinku Endale,.csv,,,1,Wilson_Met,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil"
GACP,DieLossTan_8in_Avg,Soil dielectric loss tangent,unitless,,,,Please remove from variable list.,30 min,2018-02-01 0:00:00,Present,Dinku Endale,.csv,,,1,Wilson_Met,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil"
GACP,Dielect_perm_1_15cm_Avg,soil Dielectric permitivitty,unitless,,,,Please remove from variable list.,15 min,2016-05-26 0:00:00,2018-04-05 0:00:00,Tim Strickland,.csv,,,1,DN_OF_10,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Saturated hydraulic conductivity, soil"
