LTARSiteCode,SiteVariableName,SiteVariableDescription,Units,ControlledVariable,ControlledDescription,ControlledUnits,Comments,TemporalResolution,StartDate,EndDate,ResponsiblePersons,StorageFormat,URLdataAccess,LocationIDoutsideNetwork,SpatialRepeats,SpatialDescription,AgCROS.Table,AgCROS.VarName
CAF,FE_PPM,Iron,ppm,Fe_extractable,Soil concentration of extractable Iron,mg Fe/kg,,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Iron, soil"
CAF,H3A_FE_PPM,Iron from H3A extraction method,ppm,Fe_extractable,Soil concentration of extractable Iron,mg Fe/kg,,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Iron, soil"
CAF,PERCENT_MG,Percent magnesium from 1N KCL Extraction,%,Mg_extractable,Soil concentration of extractable Magnesium,mg Mg/kg,edited by WO,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Magnesium, soil"
CAF,H3A_Mg_PPM,Magnessium from H3A extraction method,ppm,Mg_extractable,Soil concentration of extractable Magnesium,mg Mg/kg,,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Magnesium, soil"
CAF,MG_PPM,Magnesium,ppm,Mg_extractable,Soil concentration of extractable Magnesium,mg Mg/kg,,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Magnesium, soil"
CAF,MN_PPM,Manganese,ppm,Mn_extractable,Soil concentration of extractable Manganese,mg Mn/kg,,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Mangenese, soil"
CAF,MO_PPM,Molybdenum,ppm,Mo_extractable,Soil concentration of extractable Molybdenum,mg Mo/kg,,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","molybdenum, soil"
CAF,PERCENT_K,Percent potassium from Olsen (0.5N NaHCO3),%,K_extractable,Soil concentration of extractable Potassium,mg K/kg,edited by WO,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Potassium, soil"
CAF,H3A_K_PPM,Potassium from H3A extraction method,ppm,K_extractable,Soil concentration of extractable Potassium,mg K/kg,,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Potassium, soil"
CAF,K_PPM,Potassium,ppm,K_extractable,Soil concentration of extractable Potassium,mg K/kg,,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Potassium, soil"
CAF,PERCENT_NA,Percent sodium from 1N KCL Extraction,%,Na_extractable,Soil concentration of extractable Sodium,mg Na/kg,edited by WO,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Sodium, soil"
CAF,H3A_Na_PPM,Sodium from H3A extraction method,ppm,Na_extractable,Soil concentration of extractable Sodium,mg Na/kg,,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Sodium, soil"
CAF,NA_PPM,Sodium,ppm,Na_extractable,Soil concentration of extractable Sodium,mg Na/kg,,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Sodium, soil"
CAF,ZN_PPM,Zinc,ppm,Zn_extractable,Soil concentration of extractable Zinc,mg Zn/kg,,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Zinc, soil"
CAF,TCConcAcidWashed,Total carbon concentration after acid washed,%,Total_organic_C,Soil concentration of total organic carbon,g C/kg,edited by WO,0 year,1998,2015,David Huggins,csv,,,369,CookEast,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil carbon, soil, mean or single measurement"
CAF,profile_tdr31X_bulkEC_Avg(1),Bulk Electric Conductivity,micro seconds cm-1,Electrical_Conductivity,Soil electrical conductivity,decisiemens/m,edited by WO,15 minute,2017,now,David Huggins,dat,,,4,CAF,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil"
CAF,profile_tdr31X_poreEC_Avg(1),Pore Water Electric Conductivity,micro seconds cm-1,Electrical_Conductivity,Soil electrical conductivity,decisiemens/m,edited by WO,15 minute,2017,now,David Huggins,dat,,,4,CAF,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil"
CAF,ECa,10 x 10 m apparent electrical conductivity to 1.5 m depth,dS/m,Electrical_Conductivity,Soil electrical conductivity,decisiemens/m,,0,4/20/2007 0:00,6/16/2016 0:00,David Brown,tif,https://data.nal.usda.gov/dataset/data-field-scale-sensor-network-data-set-monitoring-and-modeling-spatial-and-temporal-variation-soil-moisture-dryland-agricultural-field,Ag Data Commons,42,CookEast,,unresolved
CAF,M10EMF00,Apparent soil electrical conductivity taken by a geonics EM38 instrument in fall of year 2000 at 10 m resolution and corrected for temperature differences during sampling period. Used vertical dipole (not horizontal),mS/m,Electrical_Conductivity,Soil electrical conductivity,decisiemens/m,,0,2000,2000,David Huggins,csv,,,369,CookEast,,unresolved
CAF,OM_PERCENT,Organic matter,%,Soil_organic_matter,"Soil organic matter concentration, directly measured",g SOM/kg,edited by WO,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Carbon, soik"
CAF,T_120cm,temperature readings at 120 cm depth,C,Soil_Temp,Soil temperature at a given soil depth,°C,JJH Suggest omitting since we can cover below WO - check if this is a unique method; site recommend keeping both,0 hour,4/20/2007 0:00,6/16/2016 0:00,David Brown,tdf,https://data.nal.usda.gov/dataset/data-field-scale-sensor-network-data-set-monitoring-and-modeling-spatial-and-temporal-variation-soil-moisture-dryland-agricultural-field,Ag Data Commons,42,CookEast,,soil temperature
CAF,profile_tdr31X_tmpr_Avg(1),Temperature,Celsius,Soil_Temp,Soil temperature at a given soil depth,°C,WO - check this isn't a duplicate; site recommend keeping both,15 minute,2017,now,David Huggins,dat,,,4,CAF,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
CAF,WatSol_TKN,Water soluble total nitrogen,ppm,Total_N_extractable,Total nitrogen in soil extract,g N/kg,edited by WO,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrogen, water"
CAF,TCConc,Total carbon concentration,%,Total_Soil_C,Total of all forms of carbon in the soil (organic and inorganic C),g C/kg,edited by WO,0 year,1998,2015,David Huggins,csv,,,369,CookEast,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil carbon, soil, mean or single measurement"
CAF,BICARB,Olson Bicarbonate extractable phosphorus,ppm,Total_P_extractable,Total phosphorus in soil extract,mg P/kg,edited by WO,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","bicarbonate, soil"
CAF,H3A_P_PPM,Phosphorus from H3A extraction method,ppm,Total_P_extractable,Total phosphorus in soil extract,mg P/kg,edited by WO,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Phosphorus, soil"
CAF,P1_PPM,P1 Phosphorus,ppm,Total_P_extractable,Total phosphorus in soil extract,mg P/kg,edited by WO,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Phosphorus, soil"
CAF,P2_PPM,P2 Phosphorus,ppm,Total_P_extractable,Total phosphorus in soil extract,mg P/kg,edited by WO,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Phosphorus, soil"
CAF,TNConc,Total nitrogen concentraion,%,Total_Soil_N,Total soil nitrogen,g N/kg,edited by WO,0 year,1998,2015,David Huggins,csv,,,369,CookEast,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil nitrogen, soil, mean or single measurement"
CAF,TNConcAcidWashed,Total nitrogen concentration after acid washed,%,Total_Soil_N,Total soil nitrogen,g N/kg,WO - no category,0 year,1998,2015,David Huggins,csv,,,369,CookEast,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil nitrogen, soil, mean or single measurement"
CAF,VW_120cm,volumetric water readings at 120 cm depth,m3/m3,Soil_Moisture_vol,Volumetric soil moisture content,% vol (cm3 H2O/cm3 soil*100),,0 hour,4/20/2007 0:00,6/16/2016 0:00,David Brown,tdf,https://data.nal.usda.gov/dataset/data-field-scale-sensor-network-data-set-monitoring-and-modeling-spatial-and-temporal-variation-soil-moisture-dryland-agricultural-field,Ag Data Commons,42,CookEast,,soil moisture
CMRB,Acidity,,meq/100g,No controlled name,-,-,WO - may be derived value? VLJ - this looks like part of a CEC calculation (using alternative units of meq/100 g instead of cmol/kg); units are equivalent; site confirmed this is primary datat to keep,TBD  (> 10 years),1999,Present,"Kitchen, Sudduth, Conway",Local,,,1,"Centralia plots, ASP, BAU","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil pH
CMRB,Aggregate Stability (1-2 mm),,%,Water_Stable_Aggregation,Abundance of water-stable soil aggregates by size class (wet sieve),g/kg,KSSL 1-2 mm,Every 5 years,2016,Present,Veum,Local,,,1,"Centralia plots, ASP, BAU, TP",,unresolved
CMRB,PMN,7d anaerobic NH4 minus initial,,Mineralizable N,Accumulation of both soil nitrate and ammonium,mg N/kg,7d anaerobic,,,,,,,,,,,
CMRB,Acid phosphatase,PNP dry,,Acid_Phosphatase,Acid phosphatase enzyme activity,mg ρ-nitrophenol released kg-1 soil h-1,,,,,,,,,,,,
CMRB,Alk phosphatase,PNP dry,,Alkaline_Phosphatase,Alkaline phosphatase enzyme activity,mg ρ-nitrophenol released kg-1 soil h-1,,,,,,,,,,,,
CMRB,ammonium-N,,kg/ha,Ammonium_NH4_extractable,Ammonium in soil extract,mg N/kg,edited by WO,Every 5 years,2016,Present,Lerch,Local,,,1,"ASP, BAU, TP","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Ammonium nitrogen, soil"
CMRB,NH4,,,Ammonium_NH4_extractable,Ammonium in soil extract,mg N/kg,,,,,,,,,,,,
CMRB,ACE Protein,,mg/g,ACE_protein,Autoclaved citrate extractable soil protein; glomalin,g protein/kg,,Every 5 years,2016,Present,Veum,Local,,,1,"Centralia plots, ASP, BAU, TP",,unresolved
CMRB,NAG,PNP dry,,Beta_Glucosaminidase_NAG,Beta Glucosaminidase nag enzyme activity,mg ρ-nitrophenol released kg-1 soil h-1,,,,,,,,,,,,
CMRB,BGL,PNP dry,,Beta_Glucosidase,Beta glucosidase enzyme activity,mg ρ-nitrophenol released kg-1 soil h-1,,,,,,,,,,,,
CMRB,Lab Soil Respiration (4d),,mg CO2/g,Microbial_Respiration_C,Carbon in CO2 evolution under controlled laboratory conditions,mg C/kg/d,edited by WO,Every 5 years,2016,Present,Veum,Local,,,1,"Centralia plots, ASP, BAU, TP",,unresolved
CMRB,CEC,,molc/kg,CEC,Cation Exchange capacity,cmol/kg,edited by WO,Every 3 years,1995-2010,Present,"Kitchen, Sudduth, Conway",Local,,,1,"Centralia plots, ASP, BAU, TP, SPARC","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil carbon, soil, mean or single measurement"
CMRB,Enzyme Suite,,mg PNP/kg/hr,Combined_Enzyme_Assay,Combined assay of multiple enzymes activity,mg ρ-nitrophenol released kg-1 soil h-1,edited by WO,Every 5 years,2016-2017,Present,Veum,Local,,,1,"Centralia plots, ASP, BAU, TP",,unresolved
CMRB,,,,Denitrification_rate,Denitrification rate,mg N/kg*hr,WO - need site variable name (column B),,,,,,,,,,,
CMRB,Soil moisture,gravimetric moisture,,Soil_Moisture_grav,Gravimetric soil moisture content,% (g water/g dry soil*100),in lab (versus in-situ),,,,,,,,,,,
CMRB,PLFA,Buyer and Sasser method,,Lipid_biomarkers,"Lipid biomakers including phospholipid fatty acids and fatty acid methyl esters, were they measured",-,edited by WO,,,,,,,,,,,
CMRB,Rapid Particle Size,,%,Particle_Size_Distribution,Measurement of full range of particle sizes using laser diffraction,,"edited by WO; VLJ - PSA can also be done with hydrometer or other more traditional methods - could laser diffraction be designated in the attributes?  Or do we need two different PSA variable names (one for conventional PSA, another for the laser-based)?  WO - will update the attributes for this controlled var",Every 5 years,2016,Present,Veum,Local,,,1,"Centralia plots, ASP, BAU, TP",,unresolved
CMRB,Salt pH,,pH,pH,Negative logarithm of the hydrogen ion concentration,no reported units,"edited by WO, maybe buffer pH;  VLJ - need clarification from site; site recommends keeping as pH",Every 3 years,1995-2010,Present,"Kitchen, Sudduth, Conway",Local,,,1,"Centralia plots, ASP, BAU, TP, SPARC","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil pH
CMRB,pH,,meq/100g,pH,Negative logarithm of the hydrogen ion concentration,no reported units,edited by WO; VLJ - this looks like part of a CEC calculation (using alternative units of meq/100 g instead of cmol/kg); units are equivalent,Every 5 years,1999,Present,"Kitchen, Sudduth, Conway",Local,,,1,"Centralia plots, ASP, BAU","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil pH
CMRB,pHw,water pH; 1:2 soil: water ratio,,pH,Negative logarithm of the hydrogen ion concentration,no reported units,water,,,,,,,,,,,
CMRB,nitrate-N,,kg/ha,Nitrate_NO3_extractable,Nitrate in soil extract,mg N/kg,edited by WO,Every 5 years,2016,Present,Lerch,Local,,,1,"ASP, BAU, TP","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrate nitrogen, soil"
CMRB,Bulk density,,g/cm3,Bulk_Density,Oven-dried soil mass per volume,g/cm3,edited by WO,Every 10-15 years,1999-2009,Present,"Kitchen, Sudduth, Conway",Local,,,1,"Centralia plots, ASP, BAU, TP, SPARC","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Bulk density, soil"
CMRB,Soil oxygen content,,%,O2_gaseous,Oxygen concentration in soil gas phase,mg O2/L,edited by WO; check if gaseous or dissolved O2,2 minutes,2016,Present,Lerch,Local,,,1,"ASP, BAU","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",oxygen
CMRB,Texture,,% of <2 mm,Clay,Percent of soil particles in clay fraction < 0.002 mm,% of <2 mm sieved soil,"edited by WO; need to add lines for silt and sand; VLJ - or add ""Texture_class"" as a variable?  some sites might not have specific PSA results but they might have soil texture through NRCS maps or something",TBD  (> 10 years),1999-2009,Present,"Kitchen, Sudduth, Conway",Local,,,1,"Centralia plots, ASP, BAU, TP, SPARC","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Micro or Macroaggregation
CMRB,Sand,by pipette or rapid PS,,Sand,Percent of soil particles in sand fraction > 0.05 mm,% of <2 mm sieved soil,,,,,,,,,,,,
CMRB,Silt,by pipette or rapid PS,,Silt,Percent of soil particles in silt fraction < 0.05 and > 0.002 mm,% of <2 mm sieved soil,,,,,,,,,,,,
CMRB,Active C (POXC),,g/kg,POX_C,Permanganate oxidizable carbon; Active carbon,g C/kg,edited by WO,Every 5 years,"2008, 2016",Present,Veum,Local,,,1,"Centralia plots, ASP, BAU, TP",,unresolved
CMRB,P,,mg/kg,PO4_extractable,Phosphate in soil extract,mg P/kg,"edited by WO, check if total P or PO4; site recommends keeping as PO4",Every 3 years,1995-2010,Present,"Kitchen, Sudduth, Conway",Local,,,1,"Centralia plots, ASP, BAU, TP, SPARC","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Phosphorus, soil"
CMRB,Al,,meq/100g,Al_extractable,Soil concentration of extractable Aluminum,mg Al/kg,"edited by WO; VLJ - this looks like part of a CEC calculation (using alternative units of meq/100 g instead of cmol/kg); units are equivalent WO - check that they have data on Al in ppm; site confirmed it is primary data, keep",TBD  (> 10 years),1999,Present,"Kitchen, Sudduth, Conway",Local,,,1,"Centralia plots, ASP, BAU","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Aluminum, soil"
CMRB,Ca,,mg/kg,Ca_extractable,Soil concentration of extractable Calcium,mg Ca/kg,edited by WO,Every 3 years,1995-2010,Present,"Kitchen, Sudduth, Conway",Local,,,1,"Centralia plots, ASP, BAU, TP, SPARC","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Calcium, soil"
CMRB,Mg,,mg/kg,Mg_extractable,Soil concentration of extractable Magnesium,mg Mg/kg,edited by WO,Every 3 years,1995-2010,Present,"Kitchen, Sudduth, Conway",Local,,,1,"Centralia plots, ASP, BAU, TP, SPARC","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Magnesium, soil"
CMRB,K,,mg/kg,K_extractable,Soil concentration of extractable Potassium,mg K/kg,edited by WO,Every 3 years,1995-2010,Present,"Kitchen, Sudduth, Conway",Local,,,1,"Centralia plots, ASP, BAU, TP, SPARC","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Potassium, soil"
CMRB,SOC,soil organic carbon by combustion,,Total_organic_C,Soil concentration of total organic carbon,g C/kg,combustion,,,,,,,,,,,
CMRB,Total organic C,,mg/ha,Total_organic_C,Soil concentration of total organic carbon,g C/kg,edited by WO,Every 5 years,"2008, 2010, 2016",Present,Veum,Local,,,1,"Centralia plots, ASP, BAU, TP","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil carbon, soil, mean or single measurement"
CMRB,EC,lab EC 1:2 soil water ratio,,Electrical_Conductivity,Soil electrical conductivity,decisiemens/m,in lab (versus in-situ),,,,,,,,,,,
CMRB,Organic matter,,g/kg,Soil_organic_matter,"Soil organic matter concentration, directly measured",g SOM/kg,edited by WO,Every 3 years,1995-2010,Present,"Kitchen, Sudduth, Conway",Local,,,1,"Centralia plots, ASP, BAU, TP, SPARC","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Particulate organic matter, soil, mean or single measurement"
CMRB,Soil temperature,,Deg C,Soil_Temp,Soil temperature at a given soil depth,°C,edited by WO,30 minutes,2015-2017,Present,"Sadler, Winchester, Wood","Local, AmeriFlux (planned)",,,1,"ASP, BAU, TP",AmeriFlux,soil temperature
CMRB,,,,Total_P_extractable,Total phosphorus in soil extract,mg P/kg,Bray 1; WO - need site variable name (column B),,,,,,,,,,,
CMRB,Total N,,mg/ha,Total_Soil_N,Total soil nitrogen,g N/kg,edited by WO,Every 5 years,"2008, 2010, 2016",Present,Veum,Local,,,1,"Centralia plots, ASP, BAU, TP","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil nitrogen, soil, mean or single measurement"
CMRB,Soil vol. water content,,decimal fraction,Soil_Moisture_vol,Volumetric soil moisture content,% vol (cm3 H2O/cm3 soil*100),edited by WO,30 minutes,2015-2017,Present,"Sadler, Winchester, Wood","Local, AmeriFlux (planned)",,,1,"ASP, BAU, TP",AmeriFlux,soil moisture
CPER,soil composition,"Open Top Chamber Experiment Carbon Dioxide (CO2) Elevation Experiment at the Central Plains Experimental Range, Nunn, Colorado, USA",,No controlled name,-,-,"WO - not sure, maybe this is from NRCS soil maps?",annual,1997,2001,"Justin Derner, Jack Morgan",published txt file in repository,http://hdl.handle.net/10217/82454,open,1,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil carbon, soil, mean or single measurement"
CPER,soil composition,"Open Top Chamber Experiment Carbon Dioxide (CO2) Elevation Experiment at the Central Plains Experimental Range, Nunn, Colorado, USA",,13C,13C natural abundance in soil,per mille,,annual,1997,2001,"Justin Derner, Jack Morgan",published txt file in repository,http://hdl.handle.net/10217/82454,open,1,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil carbon, soil, mean or single measurement"
CPER,Soil Health,web aggregate stability,percent,Water_Stable_Aggregation,Abundance of water-stable soil aggregates by size class (wet sieve),g/kg,,once,2013,2013,"Justin Derner, Nicole Kaplan",excel,,,3,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Water Stable Aggregates, soil"
CPER,N mineralization,Biochemical Responses of US Great Plains Grasslands to Regional and Interannual Variability in Precipitation,,Mineralizable N,Accumulation of both soil nitrate and ammonium,mg N/kg,edited by WO,once,1999,2001,"Ingrid Burke, Rebecca McCulley, Nicole Kaplan",published txt file in repository,http://hdl.handle.net/10217/85531,open,1,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Potentially Mineralizable N
CPER,Soil Health,protein,mg g/soil,ACE_protein,Autoclaved citrate extractable soil protein; glomalin,g protein/kg,edited by WO,once,2013,2013,"Justin Derner, Nicole Kaplan",excel,,,3,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil health index
CPER,Respiration,Biochemical Responses of US Great Plains Grasslands to Regional and Interannual Variability in Precipitation,,Microbial_Respiration_C,Carbon in CO2 evolution under controlled laboratory conditions,mg C/kg/d,edited by WO,once,1999,2001,"Ingrid Burke, Rebecca McCulley, Nicole Kaplan",published txt file in repository,http://hdl.handle.net/10217/85531,open,1,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",microbial respiration
CPER,Soil Health,active carbon,mg C/kg soil,Extractable_C,Carbon in soil extract,mg C/kg,edited by WO,once,2013,2013,"Justin Derner, Nicole Kaplan",excel,,,3,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Mineral associated carbon, soil, mean or single measurement"
CPER,PFLA,Biochemical Responses of US Great Plains Grasslands to Regional and Interannual Variability in Precipitation,,Lipid_biomarkers,"Lipid biomakers including phospholipid fatty acids and fatty acid methyl esters, were they measured",-,,once,1999,2001,"Ingrid Burke, Rebecca McCulley, Nicole Kaplan",published txt file in repository,http://hdl.handle.net/10217/85531,open,1,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",PLFA
CPER,decomposition rate,Biochemical Responses of US Great Plains Grasslands to Regional and Interannual Variability in Precipitation,,Bioassay,Organism used to indicate soil biological function,-,edited by WO,annual,1999,2001,"Ingrid Burke, Rebecca McCulley, Nicole Kaplan",published txt file in repository,http://hdl.handle.net/10217/85531,open,1,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil carbon, soil, mean or single measurement"
CPER,SoilMoisture_BD,soil moisture and bulk density at various depths,percent,Bulk_Density,Oven-dried soil mass per volume,g/cm3,VLJ - need to separate into two different lines - Soil moisture gravimetric; bulk density,once,2016,2016,"Justin Derner, Nicole Kaplan",csv,,,3,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture
CPER,CPER bulk density,Hydromet soil bulk density,,Bulk_Density,Oven-dried soil mass per volume,g/cm3,,,,,,,,,,,,
CPER,CPER clay,Hydromet clay,,Clay,Percent of soil particles in clay fraction < 0.002 mm,% of <2 mm sieved soil,,,,,,,,,,,,
CPER,CPER sand,Hydromet sand,,Sand,Percent of soil particles in sand fraction > 0.05 mm,% of <2 mm sieved soil,,,,,,,,,,,,
CPER,CPER silt,Hydromet silt,,Silt,Percent of soil particles in silt fraction < 0.05 and > 0.002 mm,% of <2 mm sieved soil,,,,,,,,,,,,
CPER,CPER exclosure 14C,14C from long-term (1939) exclosures,,14C,Radioactive 14C isotope activity,per mille,in Derner et al 2019,,,,,,,,,,,
CPER,CPER soil water characteristics,Hydromet soil curve determinations,,Soil_Water_Characteristic_Curve,"Relationship between soil water content and matric potential; also called water retention curve or isotherm, or water release curve; was it measured?",N/A,,,,,,,,,,,,
CPER,CPER exclosure IC,soil inorganic carbon from long-term (1939) exclosures,,Total_inorganic_C,Soil concentration of total inorganic carbon,mg C/kg,in Derner et al 2019,,,,,,,,,,,
CPER,Soil Carbon,"SGS-LTER Earthwatch Project : nitrogen and carbon in native, abandoned and cultivated fields in eastern Colorado, USA",,Total_organic_C,Soil concentration of total organic carbon,g C/kg,Because they are from different periods (1991 and 1974) and different projects (Column C) we should keep both variables (Carolina),once,1991,1995,"Ingrid Burke, Nicole Kaplan",published txt file in repository,http://hdl.handle.net/10217/82140,open,1,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil carbon, soil, mean or single measurement"
CPER,ST_10cm_Avg,Soil temperature at 10cm depth,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,hourly,2003,,"David Hoover, Justin Derner, Nicole Kaplan",.30 file server as csv,,,4,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture
CPER,CPER exclosure TC,total carbon from long-term (1939) exclosures,,Total_Soil_C,Total of all forms of carbon in the soil (organic and inorganic C),g C/kg,in Derner et al 2019,,,,,,,,,,,
CPER,CPER exclosure TN,total nitrogen from long-term (1939) exclosures,,Total_Soil_N,Total soil nitrogen,g N/kg,in Derner et al 2019,,,,,,,,,,,
CPER,Soil Nitrogen,"SGS-LTER Earthwatch Project : nitrogen and carbon in native, abandoned and cultivated fields in eastern Colorado, USA",,Total_Soil_N,Total soil nitrogen,g N/kg,,once,1991,1995,"Ingrid Burke, Nicole Kaplan",published txt file in repository,http://hdl.handle.net/10217/82140,open,1,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil nitrogen, soil, mean or single measurement"
CPER,Automated soil moisture network,Soil moisture (volumetric water content <U+0096> VWC) is measured at several depths (50 cm),,Soil_Moisture_vol,Volumetric soil moisture content,% vol (cm3 H2O/cm3 soil*100),,1 hour,2016,,"David Hoover, Justin Derner, Nicole Kaplan",.30 file server as csv,,,25,"Central Plains Experimental Range, Nunn, Colorado","MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture
CPER,CPER soil moisture,Hydromet network locations,,Soil_Moisture_vol,Volumetric soil moisture content,% vol (cm3 H2O/cm3 soil*100),,,,,,,,,,,,
ECB,Soil profile description,Pedological description of horizon color and structure ,none,No controlled name,-,-,WO - no category,,,,,,,,,,,
ECB,Macro-aggregation,,%,Dry_Aggregation,Abundance of dry soil aggregate by size class (dry sieve),g/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Water Stable Aggregates, soil"
